2023-06-16 18:15:21,366: Experiment begins, dataset: Cora
2023-06-16 18:15:29,588: Parameter set 0001: hidden_dim = 08, lr=0.0050, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7087
2023-06-16 18:38:43,501: Parameter set 0174: hidden_dim = 08, lr=0.0065, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.6913
2023-06-16 18:38:51,298: Parameter set 0175: hidden_dim = 16, lr=0.0065, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.703
2023-06-16 18:38:59,082: Parameter set 0176: hidden_dim = 16, lr=0.0065, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7147
2023-06-16 18:39:06,857: Parameter set 0177: hidden_dim = 16, lr=0.0065, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7113
2023-06-16 18:39:14,683: Parameter set 0178: hidden_dim = 32, lr=0.0065, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.717
2023-06-16 18:39:22,439: Parameter set 0179: hidden_dim = 32, lr=0.0065, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.696
2023-06-16 18:39:30,458: Parameter set 0180: hidden_dim = 32, lr=0.0065, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7093
2023-06-16 18:39:38,399: Parameter set 0181: hidden_dim = 08, lr=0.0070, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.686
2023-06-16 18:39:45,997: Parameter set 0182: hidden_dim = 08, lr=0.0070, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7097
2023-06-16 18:39:53,720: Parameter set 0183: hidden_dim = 08, lr=0.0070, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7193
2023-06-16 18:40:01,355: Parameter set 0184: hidden_dim = 16, lr=0.0070, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7247
2023-06-16 18:40:08,975: Parameter set 0185: hidden_dim = 16, lr=0.0070, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.693
2023-06-16 18:40:16,365: Parameter set 0186: hidden_dim = 16, lr=0.0070, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.739
2023-06-16 18:40:23,868: Parameter set 0187: hidden_dim = 32, lr=0.0070, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.728
2023-06-16 18:40:31,360: Parameter set 0188: hidden_dim = 32, lr=0.0070, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7203
2023-06-16 18:40:38,883: Parameter set 0189: hidden_dim = 32, lr=0.0070, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.739
2023-06-16 18:40:46,198: Parameter set 0190: hidden_dim = 08, lr=0.0070, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7127
2023-06-16 18:40:53,567: Parameter set 0191: hidden_dim = 08, lr=0.0070, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7337
2023-06-16 18:41:00,832: Parameter set 0192: hidden_dim = 08, lr=0.0070, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7373
2023-06-16 18:41:08,208: Parameter set 0193: hidden_dim = 16, lr=0.0070, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.734
2023-06-16 18:41:15,588: Parameter set 0194: hidden_dim = 16, lr=0.0070, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7137
2023-06-16 18:41:22,990: Parameter set 0195: hidden_dim = 16, lr=0.0070, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.733
2023-06-16 18:41:30,334: Parameter set 0196: hidden_dim = 32, lr=0.0070, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7417
2023-06-16 18:41:37,679: Parameter set 0197: hidden_dim = 32, lr=0.0070, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7467
2023-06-16 18:41:44,824: Parameter set 0198: hidden_dim = 32, lr=0.0070, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7223
2023-06-16 18:41:52,175: Parameter set 0199: hidden_dim = 08, lr=0.0070, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.736
2023-06-16 18:41:59,543: Parameter set 0200: hidden_dim = 08, lr=0.0070, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7413
2023-06-16 18:42:07,182: Parameter set 0201: hidden_dim = 08, lr=0.0070, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.73
2023-06-16 18:42:14,740: Parameter set 0202: hidden_dim = 16, lr=0.0070, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.749
2023-06-16 18:42:23,283: Parameter set 0203: hidden_dim = 16, lr=0.0070, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7407
2023-06-16 18:42:33,336: Parameter set 0204: hidden_dim = 16, lr=0.0070, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7123
2023-06-16 18:42:42,726: Parameter set 0205: hidden_dim = 32, lr=0.0070, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.742
2023-06-16 18:42:52,273: Parameter set 0206: hidden_dim = 32, lr=0.0070, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7377
2023-06-16 18:43:00,308: Parameter set 0207: hidden_dim = 32, lr=0.0070, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.74
2023-06-16 18:43:07,746: Parameter set 0208: hidden_dim = 08, lr=0.0070, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7513
2023-06-16 18:43:15,066: Parameter set 0209: hidden_dim = 08, lr=0.0070, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.74
2023-06-16 18:43:23,265: Parameter set 0210: hidden_dim = 08, lr=0.0070, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7367
2023-06-16 18:43:30,706: Parameter set 0211: hidden_dim = 16, lr=0.0070, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.753
2023-06-16 18:43:38,320: Parameter set 0212: hidden_dim = 16, lr=0.0070, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7367
2023-06-16 18:43:45,588: Parameter set 0213: hidden_dim = 16, lr=0.0070, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7423
2023-06-16 18:43:53,426: Parameter set 0214: hidden_dim = 32, lr=0.0070, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7383
2023-06-16 18:44:01,158: Parameter set 0215: hidden_dim = 32, lr=0.0070, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.722
2023-06-16 18:44:08,931: Parameter set 0216: hidden_dim = 32, lr=0.0070, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7583
2023-06-16 18:44:16,442: Parameter set 0217: hidden_dim = 08, lr=0.0070, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7203
2023-06-16 18:44:24,371: Parameter set 0218: hidden_dim = 08, lr=0.0070, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7237
2023-06-16 18:44:32,461: Parameter set 0219: hidden_dim = 08, lr=0.0070, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.6923
2023-06-16 18:44:40,505: Parameter set 0220: hidden_dim = 16, lr=0.0070, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.711
2023-06-16 18:44:50,401: Parameter set 0221: hidden_dim = 16, lr=0.0070, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7163
2023-06-16 18:44:58,435: Parameter set 0222: hidden_dim = 16, lr=0.0070, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7153
2023-06-16 18:45:06,054: Parameter set 0223: hidden_dim = 32, lr=0.0070, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7137
2023-06-16 18:45:13,498: Parameter set 0224: hidden_dim = 32, lr=0.0070, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.732
2023-06-16 18:45:21,499: Parameter set 0225: hidden_dim = 32, lr=0.0070, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7303
2023-06-16 18:45:30,248: Parameter set 0226: hidden_dim = 08, lr=0.0075, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7377
2023-06-16 18:45:38,235: Parameter set 0227: hidden_dim = 08, lr=0.0075, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.741
2023-06-16 18:45:46,243: Parameter set 0228: hidden_dim = 08, lr=0.0075, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.723
2023-06-16 18:45:53,564: Parameter set 0229: hidden_dim = 16, lr=0.0075, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.736
2023-06-16 18:46:00,776: Parameter set 0230: hidden_dim = 16, lr=0.0075, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.703
2023-06-16 18:46:08,074: Parameter set 0231: hidden_dim = 16, lr=0.0075, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.737
2023-06-16 18:46:15,417: Parameter set 0232: hidden_dim = 32, lr=0.0075, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7073
2023-06-16 18:46:22,830: Parameter set 0233: hidden_dim = 32, lr=0.0075, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7257
2023-06-16 18:46:30,153: Parameter set 0234: hidden_dim = 32, lr=0.0075, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.6873
2023-06-16 18:46:37,517: Parameter set 0235: hidden_dim = 08, lr=0.0075, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7123
2023-06-16 18:46:44,917: Parameter set 0236: hidden_dim = 08, lr=0.0075, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.722
2023-06-16 18:46:52,431: Parameter set 0237: hidden_dim = 08, lr=0.0075, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.723
2023-06-16 18:46:59,944: Parameter set 0238: hidden_dim = 16, lr=0.0075, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7343
2023-06-16 18:47:07,574: Parameter set 0239: hidden_dim = 16, lr=0.0075, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7447
2023-06-16 18:47:14,876: Parameter set 0240: hidden_dim = 16, lr=0.0075, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7403
2023-06-16 18:47:22,743: Parameter set 0241: hidden_dim = 32, lr=0.0075, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7547
2023-06-16 18:47:30,933: Parameter set 0242: hidden_dim = 32, lr=0.0075, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.691
2023-06-16 18:47:38,606: Parameter set 0243: hidden_dim = 32, lr=0.0075, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.693
2023-06-16 18:47:46,104: Parameter set 0244: hidden_dim = 08, lr=0.0075, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7263
2023-06-16 18:47:54,014: Parameter set 0245: hidden_dim = 08, lr=0.0075, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.742
2023-06-16 18:48:01,594: Parameter set 0246: hidden_dim = 08, lr=0.0075, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7547
2023-06-16 18:48:09,217: Parameter set 0247: hidden_dim = 16, lr=0.0075, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.717
2023-06-16 18:48:16,873: Parameter set 0248: hidden_dim = 16, lr=0.0075, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7407
2023-06-16 18:48:24,432: Parameter set 0249: hidden_dim = 16, lr=0.0075, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7237
2023-06-16 18:48:33,398: Parameter set 0250: hidden_dim = 32, lr=0.0075, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7383
2023-06-16 18:48:42,153: Parameter set 0251: hidden_dim = 32, lr=0.0075, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7307
2023-06-16 18:48:50,282: Parameter set 0252: hidden_dim = 32, lr=0.0075, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7407
2023-06-16 18:48:58,554: Parameter set 0253: hidden_dim = 08, lr=0.0075, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7273
2023-06-16 18:49:07,092: Parameter set 0254: hidden_dim = 08, lr=0.0075, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.744
2023-06-16 18:49:16,212: Parameter set 0255: hidden_dim = 08, lr=0.0075, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.735
2023-06-16 18:49:25,038: Parameter set 0256: hidden_dim = 16, lr=0.0075, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.738
2023-06-16 18:49:32,581: Parameter set 0257: hidden_dim = 16, lr=0.0075, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7473
2023-06-16 18:49:40,337: Parameter set 0258: hidden_dim = 16, lr=0.0075, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7417
2023-06-16 18:49:48,027: Parameter set 0259: hidden_dim = 32, lr=0.0075, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7333
2023-06-16 18:49:55,486: Parameter set 0260: hidden_dim = 32, lr=0.0075, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7453
2023-06-16 18:50:03,054: Parameter set 0261: hidden_dim = 32, lr=0.0075, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7397
2023-06-16 18:50:10,423: Parameter set 0262: hidden_dim = 08, lr=0.0075, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7147
2023-06-16 18:50:17,859: Parameter set 0263: hidden_dim = 08, lr=0.0075, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.703
2023-06-16 18:50:25,225: Parameter set 0264: hidden_dim = 08, lr=0.0075, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7173
2023-06-16 18:50:34,907: Parameter set 0265: hidden_dim = 16, lr=0.0075, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.725
2023-06-16 18:50:44,274: Parameter set 0266: hidden_dim = 16, lr=0.0075, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7187
2023-06-16 18:50:53,311: Parameter set 0267: hidden_dim = 16, lr=0.0075, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7193
2023-06-16 18:51:00,918: Parameter set 0268: hidden_dim = 32, lr=0.0075, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7273
2023-06-16 18:51:08,525: Parameter set 0269: hidden_dim = 32, lr=0.0075, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.731
2023-06-16 18:51:16,100: Parameter set 0270: hidden_dim = 32, lr=0.0075, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7267
2023-06-16 18:51:23,690: Parameter set 0271: hidden_dim = 08, lr=0.0080, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7283
2023-06-16 18:51:32,593: Parameter set 0272: hidden_dim = 08, lr=0.0080, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7197
2023-06-16 18:51:40,520: Parameter set 0273: hidden_dim = 08, lr=0.0080, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.696
2023-06-16 18:51:48,765: Parameter set 0274: hidden_dim = 16, lr=0.0080, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7503
2023-06-16 18:51:56,498: Parameter set 0275: hidden_dim = 16, lr=0.0080, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7267
2023-06-16 18:52:04,414: Parameter set 0276: hidden_dim = 16, lr=0.0080, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7013
2023-06-16 18:52:12,395: Parameter set 0277: hidden_dim = 32, lr=0.0080, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7297
2023-06-16 18:52:20,183: Parameter set 0278: hidden_dim = 32, lr=0.0080, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.7277
2023-06-16 18:52:27,786: Parameter set 0279: hidden_dim = 32, lr=0.0080, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.716
2023-06-16 18:52:35,305: Parameter set 0280: hidden_dim = 08, lr=0.0080, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7507
2023-06-16 18:52:42,932: Parameter set 0281: hidden_dim = 08, lr=0.0080, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7387
2023-06-16 18:52:50,253: Parameter set 0282: hidden_dim = 08, lr=0.0080, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7253
2023-06-16 18:52:57,855: Parameter set 0283: hidden_dim = 16, lr=0.0080, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7213
2023-06-16 18:53:05,906: Parameter set 0284: hidden_dim = 16, lr=0.0080, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7243
2023-06-16 18:53:15,420: Parameter set 0285: hidden_dim = 16, lr=0.0080, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.6963
2023-06-16 18:53:23,813: Parameter set 0286: hidden_dim = 32, lr=0.0080, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7207
2023-06-16 18:53:31,746: Parameter set 0287: hidden_dim = 32, lr=0.0080, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.754
2023-06-16 18:53:39,985: Parameter set 0288: hidden_dim = 32, lr=0.0080, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7407
2023-06-16 18:53:47,706: Parameter set 0289: hidden_dim = 08, lr=0.0080, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7437
2023-06-16 18:53:56,187: Parameter set 0290: hidden_dim = 08, lr=0.0080, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.74
2023-06-16 18:54:03,928: Parameter set 0291: hidden_dim = 08, lr=0.0080, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7747
2023-06-16 18:54:11,562: Parameter set 0292: hidden_dim = 16, lr=0.0080, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.716
2023-06-16 18:54:19,889: Parameter set 0293: hidden_dim = 16, lr=0.0080, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7517
2023-06-16 18:54:28,854: Parameter set 0294: hidden_dim = 16, lr=0.0080, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7433
2023-06-16 18:54:37,489: Parameter set 0295: hidden_dim = 32, lr=0.0080, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7493
2023-06-16 18:54:45,355: Parameter set 0296: hidden_dim = 32, lr=0.0080, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.75
2023-06-16 18:54:52,928: Parameter set 0297: hidden_dim = 32, lr=0.0080, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.753
2023-06-16 18:55:00,488: Parameter set 0298: hidden_dim = 08, lr=0.0080, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.732
2023-06-16 18:55:08,045: Parameter set 0299: hidden_dim = 08, lr=0.0080, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.751
2023-06-16 18:55:15,395: Parameter set 0300: hidden_dim = 08, lr=0.0080, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7547
2023-06-16 18:55:22,732: Parameter set 0301: hidden_dim = 16, lr=0.0080, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7547
2023-06-16 18:55:30,230: Parameter set 0302: hidden_dim = 16, lr=0.0080, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7307
2023-06-16 18:55:38,763: Parameter set 0303: hidden_dim = 16, lr=0.0080, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7413
2023-06-16 18:55:47,429: Parameter set 0304: hidden_dim = 32, lr=0.0080, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7503
2023-06-16 18:55:56,140: Parameter set 0305: hidden_dim = 32, lr=0.0080, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7547
2023-06-16 18:56:04,553: Parameter set 0306: hidden_dim = 32, lr=0.0080, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7373
2023-06-16 18:56:13,012: Parameter set 0307: hidden_dim = 08, lr=0.0080, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.7267
2023-06-16 18:56:21,676: Parameter set 0308: hidden_dim = 08, lr=0.0080, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7207
2023-06-16 18:56:30,348: Parameter set 0309: hidden_dim = 08, lr=0.0080, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7103
2023-06-16 18:56:39,185: Parameter set 0310: hidden_dim = 16, lr=0.0080, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.727
2023-06-16 18:56:47,645: Parameter set 0311: hidden_dim = 16, lr=0.0080, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.7213
2023-06-16 18:56:56,994: Parameter set 0312: hidden_dim = 16, lr=0.0080, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7097
2023-06-16 18:57:06,388: Parameter set 0313: hidden_dim = 32, lr=0.0080, smooth_fac=0.9000, weight_decay = 0.0001, mean test accuracy: 0.715
2023-06-16 18:57:14,598: Parameter set 0314: hidden_dim = 32, lr=0.0080, smooth_fac=0.9000, weight_decay = 0.0003, mean test accuracy: 0.692
2023-06-16 18:57:22,141: Parameter set 0315: hidden_dim = 32, lr=0.0080, smooth_fac=0.9000, weight_decay = 0.0005, mean test accuracy: 0.7207
2023-06-16 18:57:29,642: Parameter set 0316: hidden_dim = 08, lr=0.0085, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.6827
2023-06-16 18:57:37,193: Parameter set 0317: hidden_dim = 08, lr=0.0085, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.748
2023-06-16 18:57:44,732: Parameter set 0318: hidden_dim = 08, lr=0.0085, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.73
2023-06-16 18:57:53,374: Parameter set 0319: hidden_dim = 16, lr=0.0085, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.7003
2023-06-16 18:58:00,915: Parameter set 0320: hidden_dim = 16, lr=0.0085, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.738
2023-06-16 18:58:08,435: Parameter set 0321: hidden_dim = 16, lr=0.0085, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7117
2023-06-16 18:58:16,041: Parameter set 0322: hidden_dim = 32, lr=0.0085, smooth_fac=0.5000, weight_decay = 0.0001, mean test accuracy: 0.695
2023-06-16 18:58:23,545: Parameter set 0323: hidden_dim = 32, lr=0.0085, smooth_fac=0.5000, weight_decay = 0.0003, mean test accuracy: 0.722
2023-06-16 18:58:31,240: Parameter set 0324: hidden_dim = 32, lr=0.0085, smooth_fac=0.5000, weight_decay = 0.0005, mean test accuracy: 0.7353
2023-06-16 18:58:39,747: Parameter set 0325: hidden_dim = 08, lr=0.0085, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7017
2023-06-16 18:58:48,881: Parameter set 0326: hidden_dim = 08, lr=0.0085, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7427
2023-06-16 18:58:58,043: Parameter set 0327: hidden_dim = 08, lr=0.0085, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7477
2023-06-16 18:59:05,882: Parameter set 0328: hidden_dim = 16, lr=0.0085, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.7113
2023-06-16 18:59:13,294: Parameter set 0329: hidden_dim = 16, lr=0.0085, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.7207
2023-06-16 18:59:21,110: Parameter set 0330: hidden_dim = 16, lr=0.0085, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7407
2023-06-16 18:59:28,763: Parameter set 0331: hidden_dim = 32, lr=0.0085, smooth_fac=0.6000, weight_decay = 0.0001, mean test accuracy: 0.755
2023-06-16 18:59:36,270: Parameter set 0332: hidden_dim = 32, lr=0.0085, smooth_fac=0.6000, weight_decay = 0.0003, mean test accuracy: 0.731
2023-06-16 18:59:43,806: Parameter set 0333: hidden_dim = 32, lr=0.0085, smooth_fac=0.6000, weight_decay = 0.0005, mean test accuracy: 0.7453
2023-06-16 18:59:51,849: Parameter set 0334: hidden_dim = 08, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.761
2023-06-16 18:59:59,906: Parameter set 0335: hidden_dim = 08, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7573
2023-06-16 19:00:07,551: Parameter set 0336: hidden_dim = 08, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7287
2023-06-16 19:00:14,829: Parameter set 0337: hidden_dim = 16, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.74
2023-06-16 19:00:22,384: Parameter set 0338: hidden_dim = 16, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.75
2023-06-16 19:00:29,947: Parameter set 0339: hidden_dim = 16, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.7593
2023-06-16 19:00:37,346: Parameter set 0340: hidden_dim = 32, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0001, mean test accuracy: 0.7557
2023-06-16 19:00:45,602: Parameter set 0341: hidden_dim = 32, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0003, mean test accuracy: 0.7423
2023-06-16 19:00:54,844: Parameter set 0342: hidden_dim = 32, lr=0.0085, smooth_fac=0.7000, weight_decay = 0.0005, mean test accuracy: 0.758
2023-06-16 19:01:02,830: Parameter set 0343: hidden_dim = 08, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7493
2023-06-16 19:01:11,996: Parameter set 0344: hidden_dim = 08, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7587
2023-06-16 19:01:20,636: Parameter set 0345: hidden_dim = 08, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0005, mean test accuracy: 0.7373
2023-06-16 19:01:28,318: Parameter set 0346: hidden_dim = 16, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0001, mean test accuracy: 0.7477
2023-06-16 19:01:35,790: Parameter set 0347: hidden_dim = 16, lr=0.0085, smooth_fac=0.8000, weight_decay = 0.0003, mean test accuracy: 0.7633
